03-16_clone_A_1
Algorithm: Statistical
Corner+ Avg:223, Count:32
Corner- Avg:12145, Count:32
BF= Alpha1=0.04 Alpha2=0.06 Tau=0.015 Gamma1H=0.0025 Gamma1L=0.0025 Gamma2H=0.003 Gamma2L=0.003 Perturbation=1.1 TGT=250 NF=1.000000 SF=2.109617 SFGene=All 
Background=Avg:65.55,Stdev:1.08,Max:68.6,Min:63.3 Noise=Avg:2.80,Stdev:0.08,Max:3.1,Min:2.6 RawQ=2.57 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
103987_at	16	16	2.6	A	0.975289																															
103988_at	16	16	694.9	P	0.004180																															
103989_at	16	16	3.1	A	0.972140																															
103990_at	16	16	1639.6	P	0.000266																															
103991_at	16	16	73.9	A	0.127645																															
103992_f_at	16	16	35.8	A	0.117160																															
103993_at	16	16	46.8	A	0.500000																															
103994_at	16	16	929.5	P	0.000219																															
103995_at	16	16	3.6	A	0.882840																															
103997_at	16	16	16.6	A	0.732537																															
103998_at	16	16	67.2	P	0.027860																															
103999_at	16	16	221.7	M	0.043968																															
104000_at	16	16	44.1	A	0.581931																															
104001_at	16	16	85.4	P	0.014937																															
104002_at	16	16	178.9	P	0.004863																															
104003_at	16	16	168.7	A	0.066865																															
104004_at	16	16	115.8	P	0.000805																															
104005_at	16	16	33.7	A	0.438361																															
104006_at	16	16	118.6	P	0.001602																															
104007_at	16	16	137.4	P	0.006532																															
104008_at	16	16	4.8	A	0.824011																															
104010_at	16	16	398.4	P	0.007543																															
104011_at	16	16	6.0	A	0.872355																															
104012_at	16	16	1.7	A	0.939581																															
104013_at	16	16	2.2	A	0.968664																															
104014_at	16	16	26.0	A	0.458816																															
104015_at	16	16	341.8	P	0.000673																															
104016_at	16	16	69.9	A	0.107301																															
104017_at	16	16	78.5	P	0.000219																															
104018_at	16	16	15.7	A	0.418069																															
104019_at	16	16	45.4	P	0.019304																															
104020_at	16	16	137.1	P	0.017001																															
104021_at	16	16	3.3	A	0.561639																															
104022_at	16	16	83.2	A	0.175989																															
104023_at	16	16	46.4	A	0.204022																															
104024_at	16	16	10.2	A	0.302547																															
104025_at	16	16	30.6	A	0.500000																															
104029_at	16	16	12.4	A	0.458816																															
104030_at	16	16	77.1	P	0.004180																															
104031_at	16	16	95.6	P	0.019304																															
104032_at	16	16	415.4	P	0.000562																															
104033_at	16	16	403.5	P	0.000388																															
104034_at	16	16	28.9	A	0.581931																															
104035_at	16	16	279.4	P	0.000673																															
104155_f_at	16	16	998.7	P	0.000219																															
104156_r_at	16	16	281.0	P	0.000673																															
104157_at	16	16	18.6	A	0.438361																															
104158_at	16	16	461.5	P	0.000219																															
104159_at	16	16	12.9	A	0.679170																															
104160_at	16	16	68.6	P	0.031336																															
104161_at	16	16	131.5	P	0.031336																															
104163_at	16	16	300.6	P	0.000219																															
104164_at	16	16	324.1	P	0.035163																															
104165_at	16	16	29.2	A	0.284747																															
104166_at	16	16	11.7	A	0.901946																															
104168_at	16	16	334.8	P	0.000266																															
104169_at	16	16	6.4	A	0.795978																															
104170_at	16	16	67.8	A	0.438361																															
104171_f_at	16	16	17.1	A	0.697453																															
104172_at	16	16	106.1	A	0.162935																															
104173_at	16	16	90.9	P	0.017001																															
104174_at	16	16	74.2	A	0.098054																															
104175_at	16	16	16.6	A	0.520620																															
104176_at	16	16	282.3	P	0.000219																															
104177_at	16	16	607.1	P	0.000219																															
104179_at	16	16	470.6	P	0.000322																															
104180_at	16	16	6.4	A	0.660442																															
104181_at	16	16	10.8	A	0.781017																															
104182_at	16	16	12.8	A	0.837065																															
104183_at	16	16	392.7	P	0.000468																															
104184_at	16	16	48.5	P	0.035163																															
104185_at	16	16	43.9	A	0.418069																															
104186_at	16	16	145.7	P	0.001141																															
104187_at	16	16	347.3	P	0.000322																															
104188_at	16	16	177.5	P	0.000805																															
104189_at	16	16	521.1	P	0.000673																															
104190_at	16	16	241.7	P	0.000959																															
104191_at	16	16	63.5	A	0.500000																															
104192_at	16	16	50.8	P	0.021866																															
104193_at	16	16	544.7	P	0.000468																															
104194_at	16	16	2.8	A	0.458816																															
104195_at	16	16	364.7	P	0.000468																															
104196_at	16	16	182.5	P	0.007543																															
104197_at	16	16	11.4	A	0.892699																															
104198_at	16	16	37.9	A	0.660442																															
104199_at	16	16	170.8	P	0.006532																															
104200_at	16	16	37.3	A	0.358690																															
104201_at	16	16	78.1	P	0.013092																															
104202_at	16	16	217.7	P	0.000219																															
104205_at	16	16	6.8	A	0.561639																															
104206_at	16	16	33.0	A	0.218983																															
104207_at	16	16	7.4	A	0.849473																															
104208_at	16	16	255.3	P	0.001892																															
104209_at	16	16	211.1	P	0.019304																															
104210_at	16	16	15.5	A	0.795978																															
104211_at	16	16	96.7	M	0.054470																															
104212_at	16	16	158.3	P	0.001602																															
104213_at	16	16	8.1	A	0.660442																															
104214_at	16	16	28.4	A	0.378184																															
104215_at	16	16	76.4	P	0.000266																															
104216_at	16	16	46.6	P	0.002228																															
104217_at	16	16	106.8	A	0.138765																															
104218_s_at	16	16	28.7	P	0.024711																															
104219_f_at	16	16	42.4	A	0.127645																															
104220_at	16	16	34.0	A	0.204022																															
